Field1,DEM,ppt_inches,tmax_c,tmean_c,tmin_c,soil
307,355.621,673.42,12.7975,7.13542,1.47333,"Glencoe clay loam, depressional, 0 to 1 percent slopes"
308,347.355,673.69,12.8958,7.14833,1.40083,"Normania loam, 1 to 3 percent slopes"
309,338.519,662.91,12.885,7.08625,1.2875,"Seaforth loam, 1 to 3 percent slopes"
310,331.121,657.94,12.9025,7.07583,1.24917,Webster clay loam
311,329.739,641.49,12.8117,6.95542,1.09917,"Ves loam, 1 to 4 percent slopes"
312,323.295,623.94,12.7642,6.89792,1.03167,"Ves loam, 1 to 4 percent slopes"
313,315.361,622.88,12.7675,6.83958,0.91167,Colvin silty clay loam
314,316.462,635.17,12.7825,6.78125,0.78,Fulda silty clay
315,306.274,637.13,12.4708,6.49,0.50917,Hamerly loam
316,291.092,637.77,12.1158,6.17375,0.23167,"Buse-Barnes complex, 2 to 12 percent slopes, very bouldery"
317,313.236,636.52,12.0725,6.2375,0.4025,"Quam silty clay loam, 0 to 2 percent slopes"
318,330.07,640.21,11.8592,6.26542,0.67167,Water
319,334.456,637.18,11.8567,6.22958,0.6025,Fulda silty clay
320,346.261,625.3,11.8058,6.195,0.58417,"Hattie-Nutley clays, 2 to 6 percent slopes"
321,348.614,618.45,11.7642,6.02917,0.29417,"Aastad clay loam, 0 to 2 percent slopes"
322,339.586,629.55,11.8142,6.03542,0.25667,"Hamerly clay loam, 0 to 3 percent slopes"
323,328.298,628.77,11.9108,6.07542,0.24,"Borup silt loam, 0 to 1 percent slopes"
324,321.263,630.29,11.9508,6.12875,0.30667,"Glyndon loam, 0 to 2 percent slopes"
325,315.29,629.53,12.0083,6.13583,0.26333,"Kittson loam, wet, 0 to 3 percent slopes"
326,309.883,630.22,11.9617,6.07042,0.17917,"Antler-Mustinka clay loams, 0 to 2 percent slopes"
327,307.452,629.73,11.8942,6.02417,0.15417,"Antler-Mustinka clay loams, 0 to 2 percent slopes"
328,308.377,628.51,11.745,5.90667,0.06833,"Antler clay loam, 0 to 1 percent slopes"
329,304.214,623.67,11.7117,5.90375,0.09583,"Elmville fine sandy loam, 0 to 2 percent slopes"
330,305.1,619.21,11.7208,5.9125,0.10417,"Antler clay loam, 0 to 1 percent slopes"
331,308.839,611.29,11.6908,5.95458,0.21833,"Antler clay loam, 0 to 1 percent slopes"
332,309.767,617.88,11.5892,5.89875,0.20833,"Vallers loam, lake washed, 0 to 1 percent slopes"
333,311.907,617.3,11.5983,5.895,0.19167,"Kittson loam, wet, 0 to 3 percent slopes"
334,314.078,620.38,11.44,5.83208,0.22417,"Sioux sandy loam, 2 to 6 percent slopes"
335,312.411,608.91,11.4033,5.81167,0.22,"Grimstad fine sandy loam, 0 to 3 percent slopes"
336,310.504,616.56,11.2817,5.74917,0.21667,"Ulen fine sandy loam, 0 to 3 percent slopes"
337,297.444,618.1,11.3175,5.76583,0.21417,"Borup loam, 0 to 2 percent slopes"
338,297.801,623.11,11.2117,5.66833,0.125,"Gilby loam, 0 to 1 percent slopes"
339,297.216,624.57,11.1525,5.50042,-0.15167,"Arveson clay loam, 0 to 1 percent slopes"
340,287.963,620.39,11.2625,5.58333,-0.09583,"Ulen fine sandy loam, 0 to 3 percent slopes"
341,283.459,616.21,11.3017,5.56958,-0.1625,"Wyndmere, saline-Wyndmere fine sandy loams, 0 to 2 percent slopes"
342,278.868,608.72,11.3583,5.57,-0.21833,"Wheatville silt loam, 0 to 1 percent slopes"
343,275.73,605.94,11.3758,5.56958,-0.23667,"Bearden-Fargo complex, 0 to 2 percent slopes"
344,273.625,600.58,11.385,5.5425,-0.3,"Bearden silty clay loam, 0 to 1 percent slopes"
345,271.018,593.7,11.2617,5.41375,-0.43417,"Bearden silty clay loam, 0 to 1 percent slopes"
346,269.666,597.45,11.1933,5.35958,-0.47417,"Zell, fine-silty-LaDelle silty clay loams, 1 to 9 percent slopes"
347,270.197,600.08,11.1483,5.34,-0.46833,"Hegne-Fargo silty clays, 0 to 2 percent slopes"
348,269.213,609.47,10.9625,5.20375,-0.555,"Bearden-Fargo complex, 0 to 2 percent slopes"
349,266.856,611.53,10.65,4.91167,-0.82667,"Reis-Clearwater complex, 0 to 2 percent slopes"
350,266.089,613.1,10.5525,4.84667,-0.85917,"Nielsville silty clay loam, 0 to 1 percent slopes"
351,265.78,595.63,10.3825,4.725,-0.9325,"Bearden-Colvin silty clay loams, 0 to 2 percent slopes"
352,261.063,574.75,10.3367,4.70833,-0.92,"Zell-Eckman silt loams, 15 to 25 percent slopes"
353,263.351,569.52,10.265,4.6525,-0.96,"Bearden-Colvin silty clay loams, 0 to 2 percent slopes"
354,262.542,565.95,10.2083,4.55333,-1.10167,"Bearden-Colvin silty clay loams, 0 to 2 percent slopes"
355,261.872,561.64,10.2275,4.5175,-1.1925,"Colvin-Perella silty clay loams, 0 to 2 percent slopes"
356,260.223,553.12,10.2517,4.48375,-1.28417,"Bearden-Fargo complex, 0 to 2 percent slopes"
357,257.874,551.28,10.2525,4.46625,-1.32,"Colvin-Fargo complex, 0 to 2 percent slopes"
358,257.043,553.55,10.265,4.42917,-1.40667,"Bearden-Colvin silty clay loams, 0 to 2 percent slopes"
359,256.203,553.13,10.3542,4.4425,-1.46917,"Fargo silty clay, 0 to 1 percent slopes"
360,255.317,550.82,10.2975,4.30833,-1.68083,"Fargo silty clay, 0 to 1 percent slopes"
361,253.912,549.18,10.2625,4.32958,-1.60333,"Fargo silty clay, 0 to 1 percent slopes"
362,252.652,551.53,10.1367,4.24208,-1.6525,"Northcote-Eaglepoint clays, 0 to 2 percent slopes"
363,250.306,547.22,9.9083,4.09625,-1.71583,"Northcote clay, 0 to 1 percent slopes"
364,250.35,546.69,9.785,3.9875,-1.81,"Northcote-Eaglepoint clays, 0 to 2 percent slopes"
365,249.364,542.44,9.6642,3.87417,-1.91583,"Northcote clay, 0 to 1 percent slopes"
366,248.282,536.42,9.5933,3.82833,-1.93667,"Northcote clay, 0 to 1 percent slopes"
367,246.741,537.46,9.5842,3.82208,-1.94,"Northcote clay, 0 to 1 percent slopes"
368,244.287,547.06,9.4317,3.70625,-2.01917,"Northcote-Eaglepoint clays, 0 to 2 percent slopes"
369,243.545,558.18,9.3008,3.59958,-2.10167,"Northcote-Eaglepoint clays, 0 to 2 percent slopes"
370,243.056,561.8,9.2775,3.61375,-2.05,NA
371,494.719,740.07,12.62,7.05042,1.48083,NA
372,484.169,736.14,12.3642,6.96083,1.5575,"Clarion loam, 2 to 6 percent slopes"
373,498.533,735.51,12.325,6.93792,1.55083,"Webster clay loam, 0 to 2 percent slopes"
374,494.257,736.01,12.2325,6.89792,1.56333,"Nicollet clay loam, 1 to 3 percent slopes"
375,483.852,729.03,12.415,6.90875,1.4025,"Coland silty clay loam, 0 to 2 percent slopes, occasionally flooded"
376,477.019,723.5,12.4033,6.89583,1.38833,Spicer silty clay loam
377,476.741,716.23,12.4383,6.91958,1.40083,"Clarion loam, 2 to 6 percent slopes"
378,479.847,722.58,12.4042,6.88792,1.37167,Nicollet loam
379,481.66,720.09,12.4242,6.915,1.40583,"Lakepark-Roliss-Parnell, depressional, complex, 0 to 3 percent slopes"
380,465.749,715.86,12.4833,6.96917,1.455,"Barnes-Buse-Svea complex, 1 to 6 percent slopes"
381,465.879,709.46,12.4725,6.93375,1.395,"Balaton loam, 1 to 3 percent slopes"
382,439.772,698.33,12.5358,6.99,1.44417,"Brensall-Tress complex, 0 to 2 percent slopes"
383,396.485,695.82,12.6058,7.03833,1.47083,"Buse, firm till-Wilno complex, 25 to 40 percent slopes"
384,362.74,691.78,12.7583,7.13208,1.50583,"Parnell silty clay loam, firm till, 0 to 2 percent slopes"
385,352.91,687.04,12.7942,7.15167,1.50917,"Ves loam, 3 to 6 percent slops, eroded"
386,335.471,681.12,12.8575,7.18167,1.50583,"Seaforth loam, 1 to 3 percent slopes"
387,338.536,672.37,12.8858,7.13375,1.38167,"Storden-Ves loams, 5 to 12 percent slopes, eroded"
388,329.756,661.28,12.8117,7.02667,1.24167,"Ves loam, 1 to 4 percent slopes"
389,327.12,654.21,12.7267,6.92917,1.13167,Canisteo clay loam
390,320.225,647.51,12.7458,6.925,1.10417,Parle clay loam
391,320.165,635.34,12.6617,6.85833,1.055,"Hamlet loam, 1 to 4 percent slopes"
392,315.321,631.9,12.7367,6.77792,0.81917,Tara silt loam
393,313.873,640.51,12.8058,6.7675,0.72917,"Zell-Rothsay complex, 3 to 6 percent slopes"
394,304.211,649.54,12.59,6.55958,0.52917,"Egeland sandy loam, 0 to 2 percent slopes"
395,310.06,645.39,12.3267,6.36458,0.4025,"Egeland sandy loam, 0 to 2 percent slopes"
396,316.566,645.91,11.9733,6.20917,0.445,"Ortonville loam, 1 to 3 percent slopes"
397,336.606,646.09,11.91,6.21875,0.5275,"Balaton-Tara complex, 1 to 3 percent slopes"
398,335.355,642.92,11.8717,6.21417,0.55667,"Barnes loam, 2 to 6 percent slopes"
399,355.001,639.77,11.6942,5.95833,0.2225,"Nutley-Hattie clays, 0 to 2 percent slopes"
400,336.05,634.34,11.7475,5.97667,0.20583,Water
401,340.95,637.77,11.7658,5.98333,0.20083,"Hamerly clay loam, 0 to 3 percent slopes"
402,335.12,639.64,11.8,6.02208,0.24417,"Hamerly clay loam, 0 to 3 percent slopes"
403,330.369,637.31,11.8867,6.08042,0.27417,"Hamerly clay loam, 1 to 3 percent slopes"
404,326.959,640.58,11.8658,6.04833,0.23083,"Hamerly clay loam, 1 to 3 percent slopes"
405,318.947,635.7,11.8642,6.02583,0.1875,"Grimstad-Towner fine sandy loams, 0 to 2 percent slopes"
406,317.453,632.33,11.7367,5.95708,0.1775,"Roliss loam, 0 to 2 percent slopes"
407,319.967,630.31,11.6492,5.91542,0.18167,"Roliss loam, 0 to 2 percent slopes"
408,327.768,619.95,11.5733,5.895,0.21667,Aazdahl clay loam
409,328.137,608.62,11.5408,5.89792,0.255,Radium loamy sand
410,324.226,608.5,11.5742,5.91292,0.25167,"Rockwell loam, 0 to 2 percent slopes"
411,336.917,623.45,11.37,5.80042,0.23083,"Barnes-Buse complex, 2 to 6 percent slopes"
412,355.469,629.42,11.1283,5.63708,0.14583,"Barnes-Langhei complex, 6 to 12 percent slopes, eroded"
413,364.874,627.63,11.1542,5.6525,0.15083,"Barnes-Langhei loams, 2 to 6 percent slopes, eroded"
414,351.774,628.72,11.0975,5.60833,0.11917,"Barnes loam, 2 to 6 percent slopes, eroded"
415,346.928,625.07,11.1117,5.61375,0.11583,"Barnes-Langhei loams, 2 to 6 percent slopes, eroded"
416,362.268,626.97,11.0117,5.50708,0.0025,"Langhei-Barnes loams, 6 to 12 percent slopes, eroded"
417,332.601,629.59,11.0358,5.5,-0.03583,"Arveson clay loam, 0 to 1 percent slopes"
418,339.476,631.46,10.9908,5.36958,-0.25167,Vallers loam
419,353.897,629.97,10.9492,5.29083,-0.3675,"Barnes-Langhei loams, 1 to 6 percent slopes"
420,341.9,623.64,11.0042,5.33833,-0.3275,"Barnes loam, 2 to 6 percent slopes, eroded"
421,321.843,616.55,11.085,5.3875,-0.31,"Lohnes coarse sandy loam, 1 to 6 percent slopes"
422,283.171,607.82,11.3308,5.53875,-0.25333,"Lamoure silt loam, 0 to 2 percent slopes, frequently flooded"
423,279.47,604.89,11.34,5.52875,-0.2825,"Wheatville loam, 0 to 1 percent slopes"
424,278.703,597.86,11.2417,5.415,-0.41167,"Wheatville loam, 0 to 1 percent slopes"
425,277.03,599.39,11.1575,5.33875,-0.48,"Glyndon loam, 0 to 2 percent slopes"
426,276.103,613.55,11.0608,5.25625,-0.54833,"Glyndon loam, 0 to 2 percent slopes"
427,277.027,616.63,10.9633,5.18375,-0.59583,"Ulen fine sandy loam, 0 to 3 percent slopes"
428,274.177,628.81,10.6175,4.8725,-0.8725,"Ulen loamy fine sand, 0 to 3 percent slopes"
429,272.186,618.6,10.3817,4.69167,-0.99833,"Colvin silty clay loam, 0 to 1 percent slopes"
430,269.826,604.43,10.3458,4.68042,-0.985,"Bearden-Fargo complex, 0 to 2 percent slopes"
431,269.866,577.2,10.2875,4.63167,-1.02417,"Bearden-Fargo complex, 0 to 2 percent slopes"
432,271.642,568.14,10.2,4.52917,-1.14167,"Wheatville very fine sandy loam, clayey till substratum, 0 to 3 percent slopes"
433,273.769,568.5,10.1492,4.47958,-1.19,"Grimstad fine sandy loam, 0 to 3 percent slopes"
434,270.78,565.95,10.1458,4.45292,-1.24,"Grimstad fine sandy loam, 0 to 3 percent slopes"
435,270.613,556.48,10.1558,4.40292,-1.35,"Glyndon very fine sandy loam, 0 to 2 percent slopes"
436,268.286,554.29,10.1767,4.35667,-1.46333,"Vallers-Hamerly loams, 0 to 3 percent slopes"
437,270.142,554.25,10.195,4.35417,-1.48667,"Hecla loamy fine sand, 0 to 3 percent slopes"
438,266.297,554.85,10.2758,4.29833,-1.67917,"Lamoure silty clay loam, 0 to 1 percent slopes, occasionally flooded"
439,266.498,551.15,10.2442,4.24333,-1.7575,"Bearden silt loam, 0 to 1 percent slopes"
440,262.735,552.6,10.2642,4.24208,-1.78,"Wheatville very fine sandy loam, 0 to 2 percent slopes"
441,260.772,559.2,10.1767,4.24208,-1.6925,"Northcote clay, 0 to 1 percent slopes"
442,260.457,564.27,9.875,4.00667,-1.86167,"Foxlake loam, 0 to 2 percent slopes"
443,261.176,563.79,9.825,3.97625,-1.8725,"Noyes sandy clay loam, 0 to 2 percent slopes"
444,259.555,551.61,9.6483,3.83708,-1.97417,"Northcote clay, 0 to 1 percent slopes"
445,260.185,545.2,9.5583,3.76667,-2.025,"Viking clay loam, dense till, 0 to 2 percent slopes"
446,260.246,547.65,9.4875,3.69708,-2.09333,"Northcote clay, 0 to 1 percent slopes"
447,263.848,556.94,9.4125,3.62917,-2.15417,"Percy loam, 0 to 2 percent slopes, very cobbly"
448,272.261,566.23,9.2242,3.52667,-2.17083,"Grygla loamy fine sand, dense till, 0 to 2 percent slopes"
449,273.402,NA,NA,NA,NA,NA
450,479.389,757.29,12.555,7.04958,1.54417,"Okabena silty clay loam, 1 to 3 percent slopes"
451,479.867,743.87,12.315,6.9175,1.52,"Nicollet clay loam, 1 to 3 percent slopes"
452,471.343,740.04,12.3375,6.92417,1.51083,"Udorthents (cut and fill land), 0 to 6 percent slopes"
453,465.782,741.4,12.4267,6.97458,1.5225,"Chetomba silty clay loam, 0 to 2 percent slopes"
454,462.278,733.93,12.425,6.93417,1.44333,"Clarion loam, 2 to 6 percent slopes"
455,461.954,723.24,12.4708,6.93417,1.3975,Spicer silty clay loam
456,467.037,717.35,12.4758,6.93208,1.38833,Nicollet loam
457,462.466,722.07,12.4042,6.90667,1.40917,Glencoe silty clay loam
458,456.247,724.93,12.4167,6.96083,1.505,"Storden-Clarion-Arvilla complex, 6 to 15 percent slopes , eroded"
459,455.739,718.72,12.4658,6.945,1.42417,"Clarion loam, 3 to 6 percent slopes, eroded"
460,444.614,716.64,12.5075,6.99958,1.49167,"North Twin-Walnut Grove complex, 1 to 4 percent slopes"
461,408.88,708.78,12.6008,7.06542,1.53,"North Twin-Walnut Grove complex, 0 to 2 percent slopes"
462,353.063,694.31,12.8158,7.17375,1.53167,"Fordville loam, 0 to 2 percent slopes"
463,347.649,688.32,12.8392,7.19917,1.55917,"Aquolls and Aquents, ponded"
464,337.867,679.33,12.8333,7.18292,1.5325,Canisteo clay loam
465,334.832,673.23,12.8342,7.13458,1.435,"Ves loam, 1 to 4 percent slopes"
466,333.508,671.08,12.8033,7.09375,1.38417,"Ves-Storden loams, 3 to 6 percent slopes, eroded"
467,321.655,663.3,12.7975,7.02,1.2425,"Calco silty clay loam, occasionally flooded"
468,326.65,659.56,12.7042,6.925,1.14583,"Normania loam, 1 to 3 percent slopes"
469,317.169,666.73,12.635,6.89958,1.16417,Spicer silty clay loam
470,313.351,661.41,12.6058,6.865,1.12417,"Doland silt loam, 2 to 4 percent slopes, moderately wet"
471,282.57,662.43,12.5467,6.78875,1.03083,Water
472,306.81,651.44,12.725,6.70792,0.69083,"Sverdrup fine sandy loam, 0 to 2 percent slopes"
473,306.231,650.79,12.6675,6.65875,0.65,Clontarf fine sandy loam
474,313.667,650.53,12.4092,6.50125,0.59333,"Swenoda sandy loam, moderately wet, 1 to 3 percent slopes"
475,314.805,648.97,12.1283,6.29042,0.4525,"Bigstone silty clay loam, depressional, 0 to 1 percent slopes"
476,332.739,648.34,12.0158,6.26292,0.51,"Byrne-Buse complex, 2 to 6 percent slopes"
477,326.209,644.26,11.92,6.21875,0.5175,Lamoure silty clay loam
478,346.417,644.31,11.735,6.0225,0.31,"Forman clay loam, 0 to 2 percent slopes"
479,344.403,650.78,11.675,5.98083,0.28667,"Udorthents, loamy (cut and fill land)"
480,336.507,646.6,11.6933,5.96583,0.23833,Vallers silty clay loam
481,342.69,645.13,11.6542,5.94625,0.23833,Water
482,338.12,646.28,11.6817,5.98375,0.28583,Marsh
483,336.356,644.56,11.7542,6.00708,0.26,"Formdale-Aazdahl-Flom complex, 1 to 4 percent slopes"
484,332.946,642.41,11.7525,5.955,0.1575,"Langhei-Formdale clay loams, 6 to 12 percent slopes, eroded"
485,344.975,635.9,11.595,5.90375,0.2125,"Formdale clay loam, 2 to 5 percent slopes"
486,336.61,632.85,11.5283,5.88667,0.245,Water
487,351.509,631.1,11.42,5.86583,0.31167,"Sverdrup sandy loam, 2 to 6 percent slopes"
488,353.864,615.83,11.3775,5.83,0.2825,"Formdale-Buse complex, 2 to 6 percent slopes"
489,355.055,624.01,11.1733,5.68125,0.18917,"Langhei-Barnes complex, 12 to 20 percent slopes, eroded"
490,366.006,628.63,11.1508,5.66833,0.18583,Quam silt loam
491,402.322,635.39,10.8875,5.44375,0,"Sisseton-Heimdal complex, 12 to 20 percent slopes, eroded"
492,406.723,640.08,10.8692,5.40792,-0.05333,Parnell silt loam
493,406.722,637.34,10.7817,5.36625,-0.04917,Hamerly loam
494,396.72,640.58,10.7825,5.30583,-0.17083,Water
495,434.999,641.75,10.5842,5.11917,-0.34583,"Waukon fine sandy loam, 12 to 18 percent slopes"
496,401.888,655.19,10.655,5.14,-0.375,"Langhei-Barnes loams, 6 to 12 percent slopes, eroded"
497,388.646,647.53,10.6208,5.0725,-0.47583,Darnen loam
498,366.609,635.23,10.8575,5.23375,-0.39,"Hamerly loam, 1 to 4 percent slopes"
499,372.554,629.24,10.82,5.17792,-0.46417,"Barnes-Langhei loams, 1 to 6 percent slopes"
500,355.278,622.24,10.9217,5.2575,-0.40667,"Barnes loam, 2 to 6 percent slopes, eroded"
501,331.344,613.39,10.9908,5.2775,-0.43583,"Poppleton fine sand, 0 to 2 percent slopes"
502,315.118,606.04,11.05,5.2975,-0.455,"Arveson loam, 0 to 2 percent slopes"
503,293.012,603.44,11.1542,5.36125,-0.43167,"Arveson loam, 0 to 2 percent slopes"
504,292.56,605.5,11.025,5.20917,-0.60667,"Ulen fine sandy loam, 0 to 3 percent slopes"
505,291.369,611.68,10.945,5.13417,-0.67667,"Rockwell fine sandy loam, 0 to 1 percent slopes"
506,291.559,614.96,10.635,4.86125,-0.9125,"Syrene sandy loam, 0 to 2 percent slopes"
507,285.469,613.99,10.5125,4.76542,-0.98167,"Huot fine sandy loam, clayey till substratum, 0 to 3 percent slopes"
508,281.711,603.89,10.3758,4.68458,-1.00667,"Clearwater clay, 0 to 2 percent slopes"
509,279.226,585.16,10.3033,4.6225,-1.05833,"Clearwater clay, 0 to 2 percent slopes"
510,280.421,581.88,10.2725,4.59833,-1.07583,"Glyndon very fine sandy loam, 0 to 2 percent slopes"
511,286.054,576.86,10.1658,4.45708,-1.25167,"Ulen loamy fine sand, 0 to 3 percent slopes"
512,287.402,576.03,10.0792,4.37083,-1.3375,"Huot fine sandy loam, clayey till substratum, 0 to 3 percent slopes"
513,287.198,575.89,10.0892,4.35083,-1.3875,"Kratka fine sandy loam, 0 to 2 percent slopes"
514,289.198,572.7,10.0842,4.30542,-1.47333,"Radium loamy sand, 0 to 3 percent slopes"
515,286.206,564.36,10.0933,4.28667,-1.52,"Grimstad fine sandy loam, 0 to 3 percent slopes"
516,282.245,563.08,10.1425,4.28167,-1.57917,"Grimstad fine sandy loam, 0 to 3 percent slopes"
517,282.029,557.04,10.2008,4.28333,-1.63417,"Grimstad fine sandy loam, 0 to 3 percent slopes"
518,282.889,555.1,10.1375,4.11375,-1.91,"Grimstad fine sandy loam, 0 to 3 percent slopes"
519,283.42,565.36,10.1267,4.12708,-1.8725,"Ulen loamy fine sand, 0 to 3 percent slopes"
520,283.38,570.63,10.0542,4.10625,-1.84167,"Huot fine sandy loam, clayey till substratum, 0 to 3 percent slopes"
521,279.852,573.58,9.9042,4.00125,-1.90167,"Strathcona fine sandy loam, dense till, 0 to 2 percent slopes"
522,280.683,570.36,9.7917,3.93333,-1.925,"Fluvaquents, 0 to 2 percent slopes, frequently flooded"
523,281.884,565.49,9.6958,3.81958,-2.05667,"Ulen fine sandy loam, dense till, 0 to 3 percent slopes"
524,279.164,556.43,9.5408,3.71167,-2.1175,"Cormant loamy fine sand, dense till, 0 to 2 percent slopes"
525,281.343,561.53,9.3833,3.55917,-2.265,"Fluvaquents, 0 to 2 percent slopes, frequently flooded"
526,283.026,578.58,9.2275,3.46958,-2.28833,"Kratka and Strathcona soils, dense till, 0 to 1 percent slopes"
527,292.053,584.81,9.1275,3.4025,-2.3225,"Poppleton fine sand, 0 to 2 percent slopes"
528,462.629,NA,NA,NA,NA,Collinwood silty clay
529,458.047,757.46,12.5158,7.03167,1.5475,"Clarion loam, 4 to 8 percent slopes, eroded"
530,451.077,746.25,12.48,7.01,1.54,"Coland loam, frequently flooded"
531,444.288,745.91,12.5642,7.07458,1.585,"Canisteo clay loam, 0 to 2 percent slopes"
532,443.654,743.32,12.5833,7.04792,1.5125,"Webster clay loam, 0 to 2 percent slopes"
533,447.565,733.67,12.5008,6.94167,1.3825,Webster clay loam
534,436.292,730.09,12.5108,6.95833,1.40583,"Arvilla sandy loam, 0 to 2 percent slopes"
535,468.337,727.22,12.4483,6.92875,1.40917,Webster clay loam
536,438.437,729.57,12.5067,7.0075,1.50833,Marysland loam
537,433.076,734.82,12.5467,7.04958,1.5525,"Annton-North Twin complex, 3 to 6 percent slopes"
538,405.564,722.61,12.5425,7.06083,1.57917,"Moines-Walnut grove complex, 1 to 3 percent slopes"
539,356.959,711.29,12.6975,7.10875,1.52,"Havelock clay loam, 0 to 2 percent slopes. occasionally flooded"
540,342.554,694.42,12.7817,7.11958,1.4575,Canisteo clay loam
541,338.487,680.9,12.8133,7.12917,1.445,"Ves loam, 3 to 6 percent slops, eroded"
542,328.694,675.42,12.8533,7.15708,1.46083,Canisteo clay loam
543,326.753,675.28,12.7842,7.07833,1.3725,"Storden-Ves loams, 5 to 12 percent slopes, eroded"
544,317.528,664.69,12.6708,6.91125,1.15167,"Glencoe clay loam, depressional, 0 to 1 percent slopes"
545,320.223,660.78,12.6592,6.87458,1.09,Canisteo silty clay loam
546,320.102,663.6,12.6658,6.89333,1.12083,Okoboji silty clay loam
547,309.482,675.79,12.6067,6.865,1.12333,"Calco silty clay loam, occasionally flooded"
548,283.402,691.68,12.5492,6.82667,1.10417,"Udorthents, loamy"
549,310.484,687.8,12.5083,6.77917,1.05,"Parnell silty clay loam, depressional, 0 to 1 percent slopes"
550,314.422,662.42,12.5117,6.70833,0.905,"Waubay silty clay loam, 1 to 3 percent slopes"
551,307.381,653.84,12.4567,6.60833,0.76,"Hokans-Buse complex, 2 to 6 percent slopes"
552,310.33,652.7,12.4175,6.565,0.7125,"Marysland loam, 0 to 2 percent slopes"
553,315.417,659.23,12.2858,6.48458,0.68333,"Marysland loam, 0 to 2 percent slopes"
554,348.226,648.78,11.9858,6.24708,0.50833,"Balaton-Tara complex, 1 to 3 percent slopes"
555,337.862,643.93,11.9183,6.20875,0.49917,"Doland silt loam, 2 to 6 percent slopes"
556,354.693,642.47,11.6592,5.98458,0.31,"Doland silt loam, 0 to 2 percent slopes"
